,Player,Team,Position,Minutes Played,Aerial Duels Attempted,Defensive Duels Attempted,Touches in Penalty Area,Offsides,Progressive Runs,Fouls Drawn,Goals,Assists,Shots,Shots on Target,Ball Recoveries,Losses of Possession,Interceptions,Red Cards,Yellow Cards,Fouls Committed,Total Passes Attempted,Long Passes Attempted,Forward Passes,Passes into Final Third,Passes into Penalty Area,Passes Received,Crosses Attempted,Accurate Crosses,Shot Assists,ps
2714,Yerry Mina,Everton,DF,846.0,5.85,1.81,1.38,0.11,0.74,0.96,0.0,0.0,0.64,0.11,9.04,0.11,1.06,0.0,0.32,0.96,37.6,8.72,1.28,1.6,0.0,27.1,0.21,0.0,0.0,0
2715,Yoane Wissa,Brentford,FWMF,1284.0,3.71,0.98,3.71,0.49,3.5,1.89,0.49,0.07,2.31,0.91,4.69,0.84,0.63,0.0,0.0,0.77,19.6,2.1,1.75,0.56,0.7,20.2,0.84,0.07,0.56,0
2716,Yoann Salmier,Troyes,DF,2668.0,2.94,2.03,0.54,0.03,2.53,0.98,0.0,0.03,0.3,0.03,8.72,0.44,2.26,0.0,0.17,1.18,44.9,8.24,2.5,1.99,0.14,31.8,0.24,0.03,0.27,0
2717,Yoann Touzghar,Troyes,FW,1457.0,3.76,0.31,3.83,0.56,1.36,1.36,0.25,0.0,1.67,0.74,3.83,0.93,0.19,0.0,0.0,0.43,18.9,1.11,0.62,0.43,0.25,17.8,0.49,0.0,0.86,0
2718,Yohann Magnin,Clermont Foot,MFDF,1717.0,4.14,3.3,2.3,0.26,2.3,1.36,0.05,0.0,0.99,0.16,8.64,1.2,0.94,0.0,0.1,1.26,48.1,6.34,2.83,2.46,0.58,41.0,0.58,0.1,0.47,0
2719,Youcef Atal,Nice,DF,1140.0,3.22,2.52,2.6,0.24,8.66,1.89,0.16,0.08,1.1,0.39,9.29,2.05,3.15,0.0,0.31,1.42,57.4,9.29,3.78,2.44,1.42,43.3,3.78,0.55,0.94,0
2720,Youcef Belaïli,Brest,MFFW,825.0,2.39,0.54,3.8,0.22,6.96,2.39,0.33,0.22,1.74,0.65,5.0,2.61,0.98,0.0,0.22,1.41,42.4,11.7,3.7,3.59,1.74,39.3,2.07,0.11,2.17,0
2721,Youri Tielemans,Leicester City,MF,2631.0,1.9500000000000002,2.29,1.44,0.0,3.8,1.71,0.21,0.14,1.95,0.51,8.94,1.23,1.4,0.0,0.1,1.82,59.8,9.97,5.62,5.62,0.99,51.6,0.82,0.21,1.37,0
2722,Youssef En-Nesyri,Sevilla,FW,1277.0,7.25,0.63,4.72,1.27,0.99,0.77,0.35,0.07,2.54,0.85,2.68,0.99,0.35,0.0,0.07,0.77,12.9,1.55,0.77,0.63,0.14,15.5,0.28,0.0,0.42,0
2723,Youssef Maleh,Fiorentina,MF,1019.0,2.83,2.57,4.16,0.0,3.36,2.12,0.18,0.18,1.86,0.44,7.08,1.15,0.71,0.0,0.44,3.81,37.7,5.04,2.57,2.74,0.71,36.0,1.68,0.44,1.06,0
2724,Youssouf Fofana,Monaco,MF,2190.0,1.19,2.96,0.74,0.0,5.43,1.07,0.0,0.16,1.28,0.29,9.3,1.73,1.81,0.0,0.16,1.52,49.3,8.44,5.51,5.06,1.07,42.4,0.37,0.08,0.86,0
2725,Youssouf Koné,Troyes,DF,980.0,1.56,3.21,0.37,0.18,4.13,1.93,0.0,0.09,0.73,0.28,7.71,1.01,1.19,0.09,0.18,0.55,40.1,8.26,3.76,2.39,1.19,30.1,2.2,0.55,0.73,0
2726,Youssouf Sabaly,Betis,DF,788.0,2.5,1.36,1.25,0.11,5.34,1.14,0.0,0.11,0.45,0.11,7.73,1.25,2.16,0.0,0.11,0.57,56.7,5.45,2.73,1.93,0.57,43.6,1.14,0.11,0.91,0
2727,Youssoufa Moukoko,Dortmund,FW,223.0,3.5999999999999996,0.4,5.6,2.0,2.0,1.6,0.8,0.0,3.2,1.2,6.8,2.8,0.0,0.0,0.4,2.4,17.2,1.6,0.8,1.2,0.0,20.8,0.4,0.0,0.8,0
2728,Youssouph Badji,Brest,FW,135.0,10.0,0.0,4.0,0.67,1.33,0.0,0.0,0.0,1.33,0.0,3.33,1.33,0.0,0.0,0.0,2.0,25.3,0.0,0.0,2.0,0.0,26.7,0.67,0.0,1.33,0
2729,Yunis Abdelhamid,Reims,DF,2983.0,3.38,1.87,0.85,0.0,2.75,0.73,0.06,0.0,0.54,0.18,6.77,0.39,3.11,0.03,0.15,1.3,47.0,9.15,2.72,2.45,0.18,36.3,0.06,0.0,0.24,0
2730,Yunus Musah,Valencia,MFFW,1259.0,3.22,1.79,3.0,0.0,5.21,1.14,0.07,0.0,0.5,0.14,4.93,1.93,1.0,0.0,0.36,2.07,28.1,3.71,2.14,1.79,0.57,27.4,1.79,0.36,0.71,0
2731,Yuri Berchiche,Athletic Club,DF,1015.0,3.72,2.57,0.88,0.0,6.02,1.95,0.09,0.18,0.71,0.27,10.4,0.88,2.3,0.0,0.27,0.71,56.7,6.73,5.58,4.16,1.06,37.5,2.57,0.62,0.53,0
2732,Yussuf Poulsen,RB Leipzig,FW,1079.0,6.67,1.33,6.08,0.58,3.08,2.83,0.5,0.0,2.33,1.17,5.75,2.58,0.33,0.0,0.17,1.83,27.8,2.08,2.83,1.5,0.83,32.4,0.75,0.08,0.83,0
2733,Yusuf Demir,Barcelona,FW,192.0,1.43,0.95,4.29,0.0,5.71,1.9,0.0,0.0,0.48,0.0,8.57,3.33,0.0,0.0,0.0,0.48,40.5,1.9,0.95,0.95,0.95,36.7,0.48,0.0,0.48,0
2734,Yusuf Yazýcý,Lille,MFFW,509.0,2.45,1.93,2.28,0.18,2.98,1.58,0.18,0.18,1.75,0.88,6.32,1.05,0.53,0.0,0.53,1.58,42.6,10.0,3.33,2.98,1.23,37.4,1.58,0.0,1.75,0
2735,Yvan Neyou,Saint-Étienne,MF,936.0,1.45,2.79,0.1,0.0,2.6,2.12,0.0,0.0,0.58,0.29,9.62,1.06,2.4,0.1,0.38,1.63,47.3,5.58,3.08,2.5,0.58,38.8,0.1,0.0,0.67,0
2736,Yvann Macon,Saint-Étienne,DF,1529.0,2.88,2.65,0.71,0.0,6.35,0.71,0.0,0.0,0.88,0.24,7.35,1.41,1.82,0.0,0.41,1.35,58.5,8.53,3.76,2.65,1.12,42.5,2.47,0.71,1.0,0
2737,Yves Bissouma,Brighton,MF,2111.0,1.6099999999999999,3.11,0.68,0.0,4.34,1.23,0.04,0.09,0.89,0.21,10.7,1.28,2.34,0.0,0.43,1.45,50.3,7.23,2.21,2.98,0.51,41.3,0.21,0.0,0.34,0
2738,Yýldýrým Mert Çetin,Hellas Verona,DF,46.0,8.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,66.0,6.0,6.0,6.0,0.0,44.0,0.0,0.0,0.0,0
2739,Zack Steffen,Manchester City,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0
2740,Zaydou Youssouf,Saint-Étienne,MF,1553.0,2.08,2.89,0.58,0.06,3.99,1.62,0.06,0.0,1.16,0.35,10.1,1.85,1.68,0.06,0.17,1.33,43.3,9.94,3.35,3.12,0.69,36.0,0.46,0.12,0.64,0
2741,Zeki Çelik,Lille,DF,2696.0,2.5,2.53,2.03,0.1,5.87,0.53,0.07,0.1,0.77,0.1,8.3,0.6,1.53,0.0,0.33,1.6,59.2,8.7,4.47,3.97,1.13,42.2,1.93,0.37,0.73,0
2742,Zidan Sertdemir,Leverkusen,MFFW,18.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,10.0,35.0,15.0,5.0,0.0,5.0,30.0,0.0,0.0,5.0,0
2743,Zinho Vanheusden,Genoa,DF,989.0,4.09,1.73,1.0,0.0,2.09,1.0,0.0,0.0,0.55,0.18,8.09,0.09,2.09,0.0,0.27,1.27,37.7,8.0,1.82,1.91,0.0,27.7,0.45,0.0,0.09,0
2744,Zlatan Ibrahimovi?,Milan,FW,1016.0,7.699999999999999,0.0,8.14,1.68,3.63,0.97,0.71,0.18,4.34,1.5,4.6,0.71,0.62,0.0,0.18,1.33,38.8,2.83,3.98,2.92,1.86,40.4,0.71,0.27,2.12,0
2745,ime Vrsaljko,Atlético Madrid,DF,914.0,6.57,3.14,0.88,0.2,6.18,0.59,0.1,0.2,0.39,0.1,9.12,0.49,1.08,0.0,0.39,1.67,58.9,9.71,3.63,2.25,0.59,41.1,2.84,0.39,0.39,0
2746,Ádám Szalai,Mainz 05,FW,260.0,8.280000000000001,1.38,7.59,1.72,1.72,1.38,0.34,0.0,3.1,1.03,5.17,3.79,0.0,0.0,0.34,3.1,27.2,2.07,1.72,0.69,0.0,35.2,1.38,0.0,1.38,0
2747,Álex Berenguer,Athletic Club,MFFW,2168.0,4.85,1.95,3.98,0.58,5.02,2.12,0.12,0.25,1.91,0.58,6.6,2.03,0.95,0.0,0.33,2.28,36.0,7.01,2.74,1.37,1.08,33.8,3.03,0.54,1.83,0
2748,Álex Cantero,Levante,FWMF,610.0,3.23,1.62,4.41,0.0,3.24,0.74,0.0,0.15,2.35,0.74,3.97,1.62,0.15,0.0,0.15,2.06,19.6,1.47,2.06,0.74,0.88,22.5,1.32,0.44,0.44,0
2749,Álex Collado,Granada,MFFW,1020.0,2.3899999999999997,2.92,2.12,0.0,5.75,1.59,0.18,0.09,1.5,0.71,7.08,2.3,2.12,0.0,0.09,1.68,33.1,5.84,2.12,2.39,0.8,29.0,1.24,0.18,1.33,0
2750,Álex Fernández,Cádiz,MF,2051.0,3.0700000000000003,2.15,1.27,0.09,4.04,1.18,0.13,0.09,0.83,0.26,8.64,1.14,1.67,0.0,0.09,0.83,44.9,10.3,4.17,3.99,0.66,34.9,1.49,0.22,0.79,0
2751,Álex Moreno,Betis,DF,2404.0,2.8499999999999996,2.92,2.85,0.11,6.52,1.54,0.19,0.11,1.01,0.3,9.44,1.05,1.84,0.04,0.11,1.31,52.7,7.04,3.33,2.17,1.16,36.4,2.77,0.49,0.82,0
2752,Álex Remiro,Real Sociedad,GK,3150.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.03,0.0,35.7,18.6,0.0,0.34,0.0,19.1,0.0,0.0,0.0,0
2753,Álvaro Aguirre,Rayo Vallecano,FW,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0
2754,Álvaro Bastida,Cádiz,MF,197.0,3.6300000000000003,2.27,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,5.91,0.0,1.82,0.0,0.45,0.45,24.1,4.55,0.45,0.91,0.0,17.7,0.0,0.0,0.0,0
2755,Álvaro Fernández,Brentford,GK,1080.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,41.7,23.6,0.08,0.83,0.0,22.8,0.0,0.0,0.0,0
2756,Álvaro García,Rayo Vallecano,FW,2998.0,1.08,1.56,4.89,0.36,5.68,0.96,0.21,0.12,2.01,0.72,6.58,0.72,1.86,0.0,0.18,0.99,31.1,5.5,2.31,0.99,1.47,27.3,5.11,0.78,1.47,0
2757,Álvaro González,Marseille,DF,451.0,3.0,0.2,0.4,0.0,1.4,1.4,0.0,0.0,0.4,0.0,7.4,0.4,0.6,0.0,0.2,1.4,74.4,13.2,2.4,1.6,0.0,66.2,0.0,0.0,0.0,0
2758,Álvaro Jiménez,Cádiz,MFFW,234.0,2.3,3.08,3.08,0.0,7.69,3.46,0.0,0.0,0.77,0.38,6.92,1.15,0.77,0.0,0.0,1.54,27.7,5.77,3.08,1.54,1.54,26.9,6.54,0.77,0.77,0
2759,Álvaro Morata,Juventus,FW,2302.0,3.12,0.78,5.59,0.78,4.41,3.28,0.35,0.16,2.34,0.9,4.57,1.95,0.63,0.0,0.2,1.91,26.5,2.81,1.68,1.13,0.78,30.9,1.09,0.23,1.72,0
2760,Álvaro Negredo,Cádiz,FW,2157.0,10.05,0.17,5.25,0.46,1.54,1.54,0.29,0.08,2.71,1.04,3.0,1.21,0.38,0.0,0.13,0.96,22.5,3.63,1.58,1.5,0.46,25.6,0.79,0.17,0.75,0
2761,Álvaro Odriozola,Fiorentina,DF,1733.0,1.5,1.4,3.01,0.05,6.89,0.73,0.05,0.1,0.21,0.1,6.63,0.83,1.45,0.05,0.21,0.93,54.3,5.75,2.33,1.61,0.98,40.9,2.49,0.52,1.55,0
2762,Álvaro Vadillo,Espanyol,MFDF,7.0,10.0,10.0,10.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,110.0,30.0,0.0,10.0,0.0,90.0,0.0,0.0,0.0,0
2763,Ángel Correa,Atlético Madrid,FWMF,1856.0,2.09,1.17,7.48,0.49,4.76,1.7,0.58,0.24,2.43,1.07,5.29,2.72,0.73,0.05,0.15,1.36,31.8,2.67,2.28,1.41,0.97,34.5,1.31,0.1,1.17,0
2764,Ángel Di María,Paris S-G,FW,1645.0,0.1,1.64,5.08,0.38,11.3,0.87,0.27,0.38,2.79,1.2,5.03,1.48,0.98,0.0,0.11,0.66,64.4,11.4,5.79,3.22,2.62,62.2,3.55,0.55,3.01,0
2765,Ángel Montoro,Granada,MF,1331.0,2.17,1.76,1.22,0.14,2.09,1.42,0.07,0.07,1.49,0.27,7.91,1.28,0.81,0.0,0.34,2.09,44.8,12.8,3.85,3.78,0.74,33.6,0.95,0.14,1.55,0
2766,Ángel Rodríguez,Mallorca,FW,1544.0,3.7800000000000002,1.34,3.43,0.99,2.27,1.63,0.17,0.12,1.69,0.64,4.3,1.92,0.29,0.0,0.23,2.5,15.9,1.74,1.45,0.93,0.7,17.9,0.47,0.12,0.7,0
2767,Çaðlar Söyüncü,Leicester City,DF,2497.0,5.4799999999999995,1.88,0.54,0.04,2.06,0.54,0.04,0.0,0.29,0.04,10.8,0.11,1.81,0.0,0.18,1.16,65.8,12.5,1.91,2.53,0.11,52.5,0.18,0.07,0.11,0
2768,Éder Militão,Real Madrid,DF,3031.0,3.92,1.93,1.31,0.03,2.26,1.22,0.03,0.06,0.95,0.24,8.99,0.36,2.08,0.0,0.15,1.22,59.2,13.1,2.11,4.18,0.21,47.2,0.36,0.03,0.33,0
2769,Éderson,Salernitana,MF,1147.0,2.59,3.07,2.28,0.08,4.17,3.07,0.16,0.08,1.73,0.63,7.32,1.57,1.89,0.0,0.39,1.5,29.2,3.23,2.13,1.89,0.47,29.3,0.47,0.0,0.71,0
2770,Édgar Badía,Elche,GK,2160.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,5.75,0.0,0.04,0.0,0.08,0.0,34.5,22.4,0.0,0.25,0.0,13.6,0.0,0.0,0.0,0
2771,Édgar González,Betis,DF,1464.0,4.42,1.41,0.37,0.0,1.84,0.61,0.06,0.06,0.31,0.12,7.85,0.12,2.45,0.0,0.37,1.41,54.2,10.4,1.29,1.6,0.0,44.4,0.0,0.0,0.12,0
2772,Édgar Méndez,Alavés,FWMF,1614.0,5.1899999999999995,1.68,2.29,0.84,2.46,1.96,0.06,0.06,1.45,0.45,5.98,1.23,0.89,0.0,0.34,3.07,24.1,4.13,1.62,0.61,1.12,23.5,2.68,0.84,1.06,0
2773,Érik Lamela,Sevilla,FW,1015.0,2.3,3.01,4.96,0.44,7.26,1.24,0.44,0.18,1.95,1.06,6.28,3.27,0.97,0.0,0.44,1.95,42.4,2.92,3.72,1.59,1.24,42.0,0.97,0.0,1.77,0
2774,Étienne Capoue,Villarreal,MF,2290.0,3.74,1.97,0.63,0.0,5.2,1.97,0.04,0.04,0.55,0.2,8.78,0.75,1.46,0.0,0.35,1.93,52.6,6.57,4.02,4.92,0.47,45.3,0.16,0.04,0.2,0
2775,Óliver Torres,Sevilla,MFFW,1008.0,2.2399999999999998,1.79,2.32,0.18,4.91,1.52,0.18,0.27,1.25,0.45,8.21,1.79,0.8,0.0,0.18,2.05,57.7,13.4,3.75,6.07,0.8,53.3,1.61,0.27,0.89,0
2776,Óscar Duarte,Levante,DF,1773.0,6.449999999999999,0.96,1.22,0.1,0.81,0.25,0.1,0.0,1.02,0.25,10.7,0.3,1.37,0.0,0.25,1.62,48.8,13.0,1.73,1.37,0.0,35.9,0.0,0.0,0.1,0
2777,Óscar Gil,Espanyol,DF,1688.0,1.7000000000000002,2.93,0.85,0.11,2.55,1.49,0.0,0.11,0.32,0.05,5.53,0.74,1.7,0.0,0.37,1.91,39.4,5.05,1.6,1.7,0.48,28.6,1.28,0.32,0.85,0
2778,Óscar Melendo,Espanyol,MFFW,990.0,2.6399999999999997,1.0,1.0,0.0,4.36,3.73,0.0,0.0,0.73,0.0,6.82,1.18,0.27,0.0,0.0,1.0,40.5,4.64,3.18,4.64,1.27,38.9,0.18,0.09,1.55,0
2779,Óscar Mingueza,Barcelona,DF,894.0,1.72,2.53,0.91,0.1,3.33,0.51,0.0,0.1,0.2,0.1,6.67,0.71,1.31,0.0,0.2,1.21,76.6,12.8,3.64,3.43,1.31,62.1,2.83,0.71,0.91,0
2780,Óscar Rodríguez Arnaiz,"Getafe, Sevilla",FWMF,680.0,2.12,1.895,2.1999999999999997,0.16,4.025,1.27,0.0,0.05,2.71,0.49,6.01,1.125,2.075,0.0,0.20500000000000002,1.125,43.05,8.51,2.6799999999999997,2.75,0.8800000000000001,38.95,1.665,0.265,1.38,0
2781,Óscar Trejo,Rayo Vallecano,MF,2007.0,3.09,1.93,2.69,0.18,5.65,3.72,0.13,0.4,0.9,0.31,8.03,3.45,0.76,0.0,0.58,2.87,46.3,8.61,4.8,3.99,1.21,42.0,1.84,0.18,2.47,0
2782,Óscar Valentín,Rayo Vallecano,MF,2569.0,3.89,4.18,0.32,0.0,4.07,2.21,0.0,0.0,0.39,0.04,11.9,0.56,2.88,0.0,0.28,2.67,45.9,9.05,4.21,4.53,0.46,33.1,0.07,0.04,0.49,0
2783,Óscar de Marcos,Athletic Club,DF,1679.0,2.19,2.78,1.5,0.16,4.92,0.53,0.05,0.11,0.16,0.16,9.09,0.48,1.34,0.0,0.27,1.76,60.6,7.86,3.85,3.21,0.91,37.6,2.14,0.53,0.91,0
2784,Ömer Faruk Beyaz,Stuttgart,FWDF,71.0,2.5,6.25,3.75,0.0,7.5,0.0,0.0,0.0,3.75,1.25,13.8,2.5,1.25,0.0,0.0,0.0,48.8,1.25,3.75,1.25,1.25,45.0,0.0,0.0,0.0,0
2785,Ýlkay Gündoðan,Manchester City,MF,1857.0,1.3599999999999999,1.02,4.56,0.1,6.41,0.83,0.39,0.19,2.67,0.87,6.41,1.26,1.31,0.0,0.05,0.83,64.3,9.51,4.08,3.79,1.31,58.3,1.17,0.1,1.8,0
2786,A. Adalsteinsson,Rutgers Scarlet Knights,"CB, LCB",91.14285714285714,3.7857142857142856,3.4285714285714284,1.2142857142857142,0.0,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.21428571428571427,8.428571428571429,7.642857142857143,4.571428571428571,0.07142857142857142,0.07142857142857142,0.7142857142857143,38.5,4.785714285714286,15.071428571428571,3.9285714285714284,0.42857142857142855,25.357142857142858,0.14285714285714285,0.07142857142857142,0.2857142857142857,1
2787,A. Barger,Indiana Hoosiers,LB,91.44736842105263,3.4210526315789473,8.131578947368421,0.5789473684210527,0.0,1.605263157894737,1.631578947368421,0.02631578947368421,0.02631578947368421,0.4473684210526316,0.15789473684210525,8.5,13.157894736842104,4.052631578947368,0.0,0.05263157894736842,0.3157894736842105,40.3421052631579,7.131578947368421,18.105263157894736,8.789473684210526,2.6578947368421053,28.44736842105263,2.1315789473684212,0.8947368421052632,0.3157894736842105,1
2788,A. Bilow,Ohio State Buckeyes,RW,44.276595744680854,1.574468085106383,2.978723404255319,1.446808510638298,0.0851063829787234,0.425531914893617,0.3829787234042553,0.10638297872340426,0.06382978723404255,0.9787234042553191,0.48936170212765956,3.425531914893617,4.872340425531915,1.6595744680851063,0.0,0.1276595744680851,0.5106382978723404,15.72340425531915,0.8723404255319149,4.702127659574468,2.0638297872340425,0.9787234042553191,10.76595744680851,0.7659574468085106,0.2765957446808511,0.425531914893617,1
2789,A. Braman,Wisconsin Badgers,GK,74.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.2,0.8,0.0,0.0,0.0,15.0,4.0,8.0,0.4,0.0,7.2,0.0,0.0,0.0,1
2790,A. Camara,Penn State Nittany Lion,"AMF, CF",69.32051282051282,3.1923076923076925,1.8205128205128205,2.3846153846153846,0.3717948717948718,0.4358974358974359,0.9358974358974359,0.4230769230769231,0.05128205128205128,1.5512820512820513,0.7307692307692307,1.4615384615384615,7.538461538461538,0.8205128205128205,0.01282051282051282,0.1282051282051282,0.6794871794871795,12.820512820512821,0.3076923076923077,1.7820512820512822,1.0384615384615385,0.46153846153846156,8.26923076923077,0.5769230769230769,0.0641025641025641,0.34615384615384615,1
2791,A. Cooke,Penn State Nittany Lion,GK,99.41176470588235,1.1372549019607843,0.0784313725490196,0.0196078431372549,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5.019607843137255,5.313725490196078,1.9019607843137254,0.0,0.0,0.0196078431372549,17.333333333333332,9.411764705882353,11.294117647058824,3.6470588235294117,0.19607843137254902,7.666666666666667,0.0,0.0,0.0,1
2792,A. Flynn,Rutgers Scarlet Knights,LCB3,26.77777777777778,1.2962962962962963,1.5925925925925926,0.037037037037037035,0.0,0.0,0.2222222222222222,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,2.6666666666666665,3.4814814814814814,2.2222222222222223,0.0,0.0,0.18518518518518517,12.925925925925926,1.5555555555555556,6.555555555555555,1.4444444444444444,0.14814814814814814,9.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,1
2793,A. Hall,Washington Huskies,"LW, CF",50.09090909090909,1.9090909090909092,2.6363636363636362,1.7272727272727273,0.09090909090909091,1.3636363636363635,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.2727272727272727,3.0,9.727272727272727,1.6363636363636365,0.0,0.0,0.2727272727272727,18.727272727272727,1.0,6.363636363636363,2.3636363636363638,2.272727272727273,13.818181818181818,1.6363636363636365,0.5454545454545454,1.2727272727272727,1
2794,A. Kato,Penn State Nittany Lion,CF,60.0,5.2,2.7333333333333334,2.066666666666667,0.6,0.4666666666666667,0.6666666666666666,0.06666666666666667,0.0,1.0,0.6,1.9333333333333333,7.266666666666667,1.0,0.0,0.06666666666666667,1.2,7.733333333333333,0.13333333333333333,1.2,0.26666666666666666,0.26666666666666666,4.4,0.06666666666666667,0.0,0.13333333333333333,1
2795,A. Legaspi,UCLA Bruins,RCB3,78.92857142857143,1.0714285714285714,5.142857142857143,0.0,0.0,0.5714285714285714,0.35714285714285715,0.0,0.0,0.0,0.0,6.357142857142857,8.071428571428571,3.357142857142857,0.0,0.0,0.42857142857142855,53.714285714285715,7.642857142857143,22.857142857142858,9.071428571428571,1.5714285714285714,42.42857142857143,0.5,0.21428571428571427,0.07142857142857142,1
2796,A. Narang,UCLA Bruins,LCMF,33.1,0.8,3.1,0.25,0.0,0.6,0.5,0.0,0.0,0.35,0.2,3.4,2.55,1.1,0.0,0.15,0.45,19.2,0.7,4.2,2.75,0.3,14.7,0.05,0.05,0.15,1
2797,A. Ndrenika,Maryland College Park Terrapins,"AMF, RDMF",53.56,3.48,3.6,1.24,0.16,0.88,0.84,0.12,0.0,1.28,0.56,3.04,7.56,1.4,0.0,0.12,0.92,14.68,1.0,3.8,2.0,1.0,10.04,1.36,0.28,0.48,1
2798,A. Nitzl,Maryland College Park Terrapins,"RB, RDMF",96.50746268656717,4.2388059701492535,9.82089552238806,0.1044776119402985,0.0,0.6567164179104478,0.4626865671641791,0.0,0.014925373134328358,0.26865671641791045,0.0,14.492537313432836,11.761194029850746,6.7164179104477615,0.0,0.04477611940298507,0.8656716417910447,51.52238805970149,6.3283582089552235,23.313432835820894,10.08955223880597,1.9253731343283582,31.91044776119403,0.8059701492537313,0.34328358208955223,0.417910447761194,1
2799,A. Ochoa,UCLA Bruins,"CF, LCMF3",83.4125,2.1375,5.0875,1.725,0.225,1.075,1.15,0.1875,0.05,1.2125,0.5125,5.275,8.4125,1.8125,0.0,0.15,0.9625,32.5875,2.3875,7.5625,3.8875,1.6125,22.925,0.8375,0.2875,0.8,1
2800,A. Roberts,Ohio State Buckeyes,LCMF,67.8076923076923,3.1153846153846154,6.538461538461538,1.1923076923076923,0.11538461538461539,1.1923076923076923,0.6538461538461539,0.11538461538461539,0.07692307692307693,0.6153846153846154,0.15384615384615385,7.461538461538462,10.807692307692308,3.5,0.0,0.15384615384615385,0.9230769230769231,28.653846153846153,3.8846153846153846,13.5,5.5,2.076923076923077,17.884615384615383,1.5769230769230769,0.5,0.38461538461538464,1
2801,A. Samways,Ohio State Buckeyes,RB,94.54411764705883,2.514705882352941,8.735294117647058,0.6176470588235294,0.014705882352941176,1.9411764705882353,1.8676470588235294,0.029411764705882353,0.1323529411764706,0.5294117647058824,0.07352941176470588,11.955882352941176,13.705882352941176,5.279411764705882,0.014705882352941176,0.08823529411764706,1.2058823529411764,45.411764705882355,5.044117647058823,20.61764705882353,8.161764705882353,3.9558823529411766,29.38235294117647,3.735294117647059,1.3676470588235294,1.4264705882352942,1
2802,A. Sheppela,Maryland College Park Terrapins,RAMF,27.846153846153847,0.6153846153846154,1.8461538461538463,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,0.0,1.3076923076923077,4.230769230769231,0.5384615384615384,0.0,0.0,0.6153846153846154,8.615384615384615,1.2307692307692308,2.3846153846153846,1.9230769230769231,0.9230769230769231,6.076923076923077,0.6153846153846154,0.3076923076923077,0.23076923076923078,1
2803,A. Vovk,UCLA Bruins,CF,38.22222222222222,1.4444444444444444,2.111111111111111,2.2222222222222223,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,1.7777777777777777,0.6666666666666666,1.1111111111111112,5.444444444444445,0.4444444444444444,0.0,0.0,0.6666666666666666,6.555555555555555,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.4444444444444444,4.777777777777778,0.3333333333333333,0.0,0.1111111111111111,1
2804,A.Awujo,Northwestern Wildcats,"RW, CF",60.75,2.7333333333333334,3.683333333333333,1.9166666666666667,0.4666666666666667,0.7666666666666667,1.25,0.11666666666666667,0.03333333333333333,1.0333333333333334,0.38333333333333336,2.2,7.616666666666666,1.5833333333333333,0.0,0.05,1.0333333333333334,10.433333333333334,0.26666666666666666,2.2,0.9,0.5333333333333333,6.8,0.7166666666666667,0.11666666666666667,0.31666666666666665,1
2805,B. Baldvinsson,Wisconsin Badgers,LB,94.70370370370371,4.592592592592593,8.62962962962963,1.2592592592592593,0.07407407407407407,2.0,1.2592592592592593,0.07407407407407407,0.037037037037037035,1.037037037037037,0.07407407407407407,10.851851851851851,13.481481481481481,5.925925925925926,0.0,0.2962962962962963,2.3703703703703702,39.77777777777778,5.296296296296297,18.22222222222222,7.7407407407407405,3.2222222222222223,26.40740740740741,3.0,0.7037037037037037,0.7407407407407407,1
